Disciplina;titulo;taxonomia;tema;descricao;keywords
Matemática;Sudoku Matemática 2;pdf_portal_ahm_atvalu_m02_ok.pdf;;Atividade livre para quem gosta de jogar Sudoku e não resiste a um desafio. Em vez de números, as casas do jogo são completadas com os nove Hábitos e suas respectivas atitudes, para ajudar o aluno a se familiarizar com os Hábitos da mente.;sudoku, atividade, jogo, matemática, hábitos, persistir
Matemática;Sudoku Matemática 3;pdf_portal_ahm_atvalu_m03_ok.pdf;;Atividade livre para quem gosta de jogar Sudoku e não resiste a um desafio. Em vez de números, as casas do jogo são completadas com os nove Hábitos e suas respectivas atitudes, para ajudar o aluno a se familiarizar com os Hábitos da mente.;sudoku, atividade, jogo, matemática, hábitos, persistir
Matemática;Sudoku Matemática 4;pdf_portal_ahm_atvalu_m04_ok.pdf;;Atividade livre para quem gosta de jogar Sudoku e não resiste a um desafio. Em vez de números, as casas do jogo são completadas com os nove Hábitos e suas respectivas atitudes, para ajudar o aluno a se familiarizar com os Hábitos da mente.;sudoku, atividade, jogo, matemática, hábitos, persistir
Português;Sudoku Português 1;pdf_portal_ahm_atvalu_p01_ok.pdf;;Atividade livre para quem gosta de jogar Sudoku e não resiste a um desafio. Em vez de números, as casas do jogo são completadas com os nove Hábitos e suas respectivas atitudes, para ajudar o aluno a se familiarizar com os Hábitos da mente.;sudoku, atividade, jogo, português, hábitos, persistir
Português;Sudoku Português 2;pdf_portal_ahm_atvalu_p02_ok.pdf;;Atividade livre para quem gosta de jogar Sudoku e não resiste a um desafio. Em vez de números, as casas do jogo são completadas com os nove Hábitos e suas respectivas atitudes, para ajudar o aluno a se familiarizar com os Hábitos da mente.;sudoku, atividade, jogo, português, hábitos, persistir
Português;Sudoku Português 3;pdf_portal_ahm_atvalu_p03_ok.pdf;;Atividade livre para quem gosta de jogar Sudoku e não resiste a um desafio. Em vez de números, as casas do jogo são completadas com os nove Hábitos e suas respectivas atitudes, para ajudar o aluno a se familiarizar com os Hábitos da mente.;sudoku, atividade, jogo, português, hábitos, persistir
Português;Sudoku Português 4;pdf_portal_ahm_atvalu_p04_ok.pdf;;Atividade livre para quem gosta de jogar Sudoku e não resiste a um desafio. Em vez de números, as casas do jogo são completadas com os nove Hábitos e suas respectivas atitudes, para ajudar o aluno a se familiarizar com os Hábitos da mente.;sudoku, atividade, jogo, português, hábitos, persistir
Português;Jogo da forca;pdf_portal_ahm_atvdis_p01.pdf;;Organizados em dois grandes grupos, a turma deverá descobrir as palavras da forca relacionada a temas estudados nas aulas. Hábitos da mente: Pensar e comunicar-se com clareza, Pensar com flexibilidade, Aplicar conhecimentos prévios e Assumir riscos com responsabilidade.;forca, atividade, jogo, português, hábitos, comunicar,se, pensar, flexibilidade, aplicar, conhecimentos, assumir, riscos
Português;Jogo da memória;pdf_portal_ahm_atvdis_p02.pdf;;Organizados em grupos, os alunos criarão duplas de cartas de conceitos estudados nas aulas e seus respectivos significados. Hábitos da mente: Pensar e comunicar-se com clareza, Escutar os outros com atenção e empatia, Pensar com flexibilidade e Controlar a impulsividade.;memória, jogo, atividade, português, hábitos, pensar, comunicar,se, escutar, atenção, flexibilidade, controlar, impulsividade
Português;Caça-palavras;pdf_portal_ahm_atvdis_p03.pdf;;Os alunos completarão textos relacionando Hábitos da mente a conteúdos da disciplina, e depois preencherão as palavras cruzadas. Hábitos da mente: Persistir, Esforçar-se por exatidão e precisão, Escutar os outros com atenção e empatia, Pensar com flexibilidade, Pensar e comunicar-se com clareza e Aplicar conhecimentos prévios a novas situações.;caça,palavras, cruzada, atividade, jogo, português, hábitos, persistir, exatidão, escutar, atenção, pensar, flexibilidade, comunicar,se, clareza, aplicar, conhecimentos
Português, Matemática, História, Geografia, Ciências, Biologia;Quebra-cabeça;pdf_portal_ahm_jl_cabeca.pdf;;Atividade de entretenimento para os alunos afiançarem e se apropriarem dos Hábitos da mente, criando as suas próprias representações dos Hábitos. Organizados em grupos, os alunos criarão quebra-cabeças para os nove Hábitos da mente, representando-os de diversas formas.;quebra,cabeça, hábitos, jogo, atividade
Português, Matemática, História, Geografia, Ciências, Biologia;Sorteio de cartas;pdf_portal_ahm_jl_cartas.pdf;;Sorteio de Hábitos da mente durante as aulas. Os alunos deverão resolver as atividades ou as situações propostas pelo professor de acordo com o Hábito da mente sorteado.;sorteio, cartas, hábitos, mente, aplicação, jogo, atividade
Português, Matemática, História, Geografia, Ciências, Biologia;Jogo da memória;pdf_portal_ahm_jl_memoria.pdf;;Jogo de entretenimento para os alunos se apropriarem dos Hábitos da mente, criando as suas próprias representações dos Hábitos. Em grupos, os alunos deverão criar duplas de cartas para cada Hábito da mente, associando-o a conceitos, imagens ou atitudes.;memória, jogo, atividade, hábitos
Português, Matemática, História, Geografia, Ciências, Biologia;Quiz;pdf_portal_ahm_jl_quiz.pdf;;Organizados em grupos, os alunos criarão perguntas em formato de quiz relacionadas direta ou indiretamente com os temas tratados nas aulas.;quiz, pergunta, atividade, jogo, hábitos
Português, Matemática, História, Geografia, Ciências, Biologia;Twister;pdf_portal_ahm_jl_twister.pdf;;Atividade de entretenimento para os alunos se familiarizarem com os Hábitos da mente e suas respectivas atitudes. Adaptação do jogo Twister aos Hábitos da mente. Os círculos do tapete serão associados às cores e aos Hábitos da mente e suas atitudes.;twister, atividade, jogo, hábitos
Português, Matemática, História, Geografia, Ciências, Biologia;Hábitos da mente no dia a dia de um executivo e suas equipes;pdf_portal_ahm_jl_entrevista_lideranca.pdf;;Material para reflexão do professor com potencial para uso em sala de aula, segundo sua necessidade. Entrevista publicada no jornal The New York Times com David Kenny, C.E.O. do grupo The Wheater Channel. Hábitos da mente: Questionar e levantar problemas, Pensar e comunicar-se com clareza, Escutar os outros com atenção e empatia, Pensar com flexibilidade, Assumir riscos com responsabilidade e Esforçar-se por exatidão e precisão.;entrevista, dia a dia, prática, mercado, trabalho, emprego, liderança, hábitos,  competências, socioemocionais, questionar, problemas, pensar, comunicar,se, escutar, atenção, flexibilidade, riscos, exatidão
Português, Matemática, História, Geografia, Ciências, Biologia;Comunicação tóxica no ambiente de trabalho;pdf_portal_ahm_jl_habitos.pdf;;Material para reflexão do professor com potencial para uso em sala de aula, segundo sua necessidade. Matéria publicada nos jornais El Clarín e O Globo sobre atitudes que prejudicam o rendimento e as relações no ambiente de trabalho. Hábitos da mente: Pensar e comunicar-se com clareza e Escutar os outros com atenção e empatia.;mercado, trabalho, reportagem, hábitos, mente, comunicação, pensar, comunicar,se, escutar, atenção
Português, Matemática, História, Geografia, Ciências, Biologia;Política pública para o desenvolvimento de Hábitos da mente;pdf_portal_ahm_jl_politica_educacional_emocoes.pdf;;Material para informação e reflexão do professor. Matéria do jornal Gazeta do Povo sobre o desenvolvimento de política pública educacional com foco nas competências socioemocionais. Hábitos da mente: Persistir, Assumir riscos com responsabilidade e Pensar e comunicar-se com clareza.;política, pública, educação, educacional, hábitos, mente, reportagem, competência, socioemocional, persistir, assumir, riscos, pensar, comunicar,se
Português, Matemática, História, Geografia, Ciências, Biologia;Infográfico animado do 6º ano;/infografico-animado6;;Animação interativa do infográfico sobre os Hábitos da mente nas páginas iniciais dos livros do 6º ano.;infográfico, animado, animação, 6º, páginas, iniciais, aluno, hábitos
Português, Matemática, História, Geografia, Ciências, Biologia;Infográfico animado do 7º ano;/infografico-animado7;;Animação interativa do infográfico sobre os Hábitos da mente nas páginas iniciais dos livros do 7º ano.;infográfico, animado, animação, 7º, páginas, iniciais, aluno, hábitos
Português, Matemática, História, Geografia, Ciências, Biologia;Infográfico animado do 8º ano;/infografico-animado8;;Animação interativa do infográfico sobre os Hábitos da mente nas páginas iniciais dos livros do 8º ano.;infográfico, animado, animação, 8º, páginas, iniciais, aluno, hábitos
Português, Matemática, História, Geografia, Ciências, Biologia;Infográfico animado do 9º ano;/infografico-animado9;;Animação interativa do infográfico sobre os Hábitos da mente nas páginas iniciais dos livros do 9º ano.;infográfico, animado, animação, 9º, páginas, iniciais, aluno, hábitos
Português, Matemática, História, Geografia, Ciências, Biologia;Quase 90% das demissões ocorrem pela falta de inteligência emocional dos profissionais;pdf_portal_ahm_jl_demissoes.pdf;;Matéria do jornal O Globo sobre relatório de avaliação das competências emocionais, que mostram a capacidade de a pessoa controlar suas emoções diante de situações e desafios que enfrenta ao longo de sua carreira. Salienta como essas competências emocionais estão relacionadas aos Hábitos da mente.;mercado, trabalho, competências, carreira, demissão, emocional, hábitos, matéria, reportagem
Português, Matemática, História, Geografia, Ciências, Biologia;Conheça os Hábitos da mente;portal_ahm_cadalu_vol6e7.pdf;;Reprodução do caderno ao final do livro do aluno do 6º e 7º anos.;hábitos, mente, explicação, caderno, livro, aluno, suplemento, 6º, sexto, ano, 7º, sétimo
Português, Matemática, História, Geografia, Ciências, Biologia;Habilidades essenciais para trabalhar na década de 2020;pdf_portal_ahm_jl_habilidades_profissionais_essenciais.pdf;;Matéria do jornal O Globo sobre dez habilidades profissionais essenciais para conseguir emprego na década de 2020.;mercado, trabalho, competências, habilidades, futuro, carreira, hábitos, matéria, reportagem
Português, Matemática, História, Geografia, Ciências, Biologia;Conheça os Hábitos da mente;portal_ahm_cadalu_vol8e9.pdf;;Reprodução do caderno ao final do livro do aluno do 8º e 9º anos.;hábitos, mente, explicação, caderno, livro, aluno, suplemento, 8º, oitavo, ano, 9º, nono
Português, Matemática, História, Geografia, Ciências, Biologia;Hábitos da mente terão cada vez mais destaque nas escolas;pdf_portal_ahm_jl_pesquisa.pdf;;O site Porvir publicou matéria a respeito de estudo sobre como serão as escolas em 2030. O resultado vai ao encontro de nosso trabalho com os Hábitos da mente.;escolas, futuro, competências, habilidades, hábitos, matéria, reportagem, comunicação
Ciências;Material de apoio didático de Ciências;portal_ahm_cadprof_ciencias.pdf;;O que significa cada Hábito da mente? Por que é importante usá-lo? Por que é importante aplicá-lo em Ciências? O que acontece quando não temos determinado Hábito da mente? Como ensinar a usar os Hábitos em sala de aula? Como avaliar a habilidade dos alunos em cada um dos Hábitos da mente? Todas essas perguntas são respondidas no material de apoio didático ao professor de Ciências.;importância, avaliação, apoio, didático, hábitos, ciências, aplicação
Geografia;Material de apoio didático de Geografia;portal_ahm_cadprof_geografia.pdf;;O que significa cada Hábito da mente? Por que é importante usá-lo? Por que é importante aplicá-lo em Geografia? O que acontece quando não temos determinado Hábito da mente? Como ensinar a usar os Hábitos em sala de aula? Como avaliar a habilidade dos alunos em cada um dos Hábitos da mente? Todas essas perguntas são respondidas no material de apoio didático ao professor de Geografia.;importância, avaliação, apoio, didático, hábitos, geografia, aplicação
História;Material de apoio didático de História;portal_ahm_cadprof_historia.pdf;;O que significa cada Hábito da mente? Por que é importante usá-lo? Por que é importante aplicá-lo em História? O que acontece quando não temos determinado Hábito da mente? Como ensinar a usar os Hábitos em sala de aula? Como avaliar a habilidade dos alunos em cada um dos Hábitos da mente? Todas essas perguntas são respondidas no material de apoio didático ao professor de História.;importância, avaliação, apoio, didático, hábitos, história, aplicação
Português;Material de apoio didático de Português;portal_ahm_cadprof_portugues.pdf;;O que significa cada Hábito da mente? Por que é importante usá-lo? Por que é importante aplicá-lo em Português? O que acontece quando não temos determinado Hábito da mente? Como ensinar a usar os Hábitos em sala de aula? Como avaliar a habilidade dos alunos em cada um dos Hábitos da mente? Todas essas perguntas são respondidas no material de apoio didático ao professor de Português.;importância, avaliação, apoio, didático, hábitos, português, aplicação
Matemática;6º ano - Unidade 1;ARA_PLUS_U1_MAT_6a_.pdf;;Sugestão de avaliação;números, unidade, dezena, centena, milhar,algarismo, resolva, tabela, numeração, número, sequência, romanos  
Matemática;6º ano - Unidade 1 - Resposta;ARA_PLUS_U1_MAT_6a_resp.pdf;;Sugestão de avaliação;número, unidade, dezena, centena, milhar
Matemática;7º ano - Unidade 1 ;ARA_PLUS_U1_MAT_7a_e.pdf;;Sugestão de avaliação;conjunto, sequência, positivo, negativo, eixo, sistema, adições, substração 
Matemática;7º ano Unidade 1 - Resposta;ARA_PLUS_U1_MAT_7a_resp.pdf;;Sugestão de avaliação;número, ordenados, reta, simétrico
Matemática;8º ano - Unidade 1;ARA_PLUS_U1_MAT_8a_e.pdf;;Sugestão de avaliação;conjutos, naturais, inteiros, racionais, irracionais, reais, racional, decimal, dízima
Matemática;8º ano - Unidade 1 - Resposta;ARA_PLUS_U1_MAT_8a_resp.pdf;;Sugestão de avaliação;naturais, inteiros, racionais, irracionais, reais, racional, decimal, dízima
Matemática;9º ano - Unidade 1;ARA_PLUS_U1_MAT_9a_.pdf;;Sugestão de avaliação;propriedade, potência, expressão  
Matemática;9º ano - Unidade 1 - Resposta;ARA_PLUS_U1_MAT_9a_resp.pdf;;Sugestão de avaliação;potência
Matemática;6º ano - Unidade 2 ;ARA_PLUS_U2_MAT_6a_.pdf;;Sugestão de avaliação;efetue, soma, sequência, adição, subtração,  algarismos
